feature_name,feature_label,feature_group,feature_family,task_specific,diagnostic_strength,direction_consistency,language_specificity,task_specificity_score,valid_cells,valid_languages,valid_manifest_tasks,valid_paper_task_labels,stability_score,interpretation_category,language_specificity_threshold,task_specificity_threshold,display_name,category_order
ac_egemaps_f2bandwidth_sma3nz_amean,egemaps f2bandwidth sma3nz amean,ac,acoustic,False,0.3518497132740899,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f2bandwidth sma3nz amean,4
ac_egemaps_mfcc3v_sma3nz_amean,egemaps mfcc3v sma3nz amean,ac,acoustic,False,0.35013604076525084,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc3v sma3nz amean,4
sx_low_similarity_frac_05,low similarity frac 05,sx,syntax,False,0.3493219316826051,1.0,0.27199489331087945,,3,3,1,FT|PD,0,language-sensitive candidate,0.21927164143416636,0.0,low similarity frac 05,1
ac_egemaps_mfcc4_sma3_amean,egemaps mfcc4 sma3 amean,ac,acoustic,False,0.3415671989585858,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc4 sma3 amean,4
ac_egemaps_spectralfluxuv_sma3nz_amean,egemaps spectralfluxuv sma3nz a...,ac,acoustic,False,0.3398245493653749,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps spectralfluxuv sma3nz amean,4
ac_egemaps_alpharatiov_sma3nz_stddevnorm,egemaps alpharatiov sma3nz stdd...,ac,acoustic,False,0.3349988277835208,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps alpharatiov sma3nz stddevnorm,4
pd_keyword_ttr,keyword ttr,pd,task:PD,True,0.3339573331525098,0.6666666666666666,0.3542854100468776,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,keyword ttr,4
ac_mfcc_2_mean,mfcc 2 mean,ac,acoustic,False,0.3240814597317622,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 2 mean,4
ac_egemaps_meanvoicedsegmentlengthsec,egemaps meanvoicedsegmentlengthsec,ac,acoustic,False,0.32290945717579916,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps meanvoicedsegmentlengthsec,4
ac_egemaps_stddevvoicedsegmentlengthsec,egemaps stddevvoicedsegmentleng...,ac,acoustic,False,0.3223008770934717,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps stddevvoicedsegmentlengthsec,4
sx_low_similarity_frac_03,low similarity frac 03,sx,syntax,False,0.3221522834919507,1.0,0.09221405535511068,,3,3,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,low similarity frac 03,0
ac_egemaps_hammarbergindexv_sma3nz_stddevnorm,egemaps hammarbergindexv sma3nz...,ac,acoustic,False,0.32151590676940406,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps hammarbergindexv sma3nz std...,4
ac_egemaps_f3bandwidth_sma3nz_stddevnorm,egemaps f3bandwidth sma3nz stdd...,ac,acoustic,False,0.31546261141850956,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f3bandwidth sma3nz stddevnorm,4
ac_egemaps_f1bandwidth_sma3nz_amean,egemaps f1bandwidth sma3nz amean,ac,acoustic,False,0.31125179255194085,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f1bandwidth sma3nz amean,4
ac_egemaps_equivalentsoundlevel_dbp,egemaps equivalentsoundlevel dbp,ac,acoustic,False,0.3033252118131569,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps equivalentsoundlevel dbp,4
pd_content_density,content density,pd,task:PD,True,0.29627252053789105,1.0,0.2916285144381964,,3,3,1,FT|PD,0,language-sensitive candidate,0.21927164143416636,0.0,content density,1
pd_total_unit_density,total unit density,pd,task:PD,True,0.29627252053789105,1.0,0.2916285144381964,,3,3,1,FT|PD,0,language-sensitive candidate,0.21927164143416636,0.0,total unit density,1
pd_keyword_to_nonkeyword_ratio,keyword to nonkeyword ratio,pd,task:PD,True,0.2961694380139512,0.6666666666666666,0.30148942594661177,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,keyword to nonkeyword ratio,4
syn_open_closed_ratio,open closed ratio,syn,syntax,False,0.287743304926464,1.0,0.14005894679109715,,3,3,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,open closed ratio,0
ac_egemaps_mfcc4v_sma3nz_stddevnorm,egemaps mfcc4v sma3nz stddevnorm,ac,acoustic,False,0.2867316100177165,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc4v sma3nz stddevnorm,4
ac_egemaps_f1bandwidth_sma3nz_stddevnorm,egemaps f1bandwidth sma3nz stdd...,ac,acoustic,False,0.28339864510074675,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f1bandwidth sma3nz stddevnorm,4
ac_egemaps_mfcc1_sma3_stddevnorm,egemaps mfcc1 sma3 stddevnorm,ac,acoustic,False,0.27969012390589354,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc1 sma3 stddevnorm,4
ac_egemaps_f2bandwidth_sma3nz_stddevnorm,egemaps f2bandwidth sma3nz stdd...,ac,acoustic,False,0.2750822530921576,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f2bandwidth sma3nz stddevnorm,4
ac_egemaps_mfcc1v_sma3nz_stddevnorm,egemaps mfcc1v sma3nz stddevnorm,ac,acoustic,False,0.27491727338214994,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc1v sma3nz stddevnorm,4
ac_zcr_mean,zcr mean,ac,acoustic,False,0.2718468953543778,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,zcr mean,4
ac_egemaps_mfcc1v_sma3nz_amean,egemaps mfcc1v sma3nz amean,ac,acoustic,False,0.27150678420396573,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc1v sma3nz amean,4
ac_egemaps_mfcc4v_sma3nz_amean,egemaps mfcc4v sma3nz amean,ac,acoustic,False,0.26896745478547823,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc4v sma3nz amean,4
len_audio_duration,audio duration,len,length/rate,False,0.26757965068487777,1.0,0.13865314945860677,,2,2,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,audio duration,0
ac_egemaps_f2frequency_sma3nz_stddevnorm,egemaps f2frequency sma3nz stdd...,ac,acoustic,False,0.265593465166783,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f2frequency sma3nz stddevnorm,4
ac_egemaps_slopev0_500_sma3nz_stddevnorm,egemaps slopev0 500 sma3nz stdd...,ac,acoustic,False,0.2634972495113964,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps slopev0 500 sma3nz stddevnorm,4
ac_egemaps_slopev500_1500_sma3nz_stddevnorm,egemaps slopev500 1500 sma3nz s...,ac,acoustic,False,0.2584226071949649,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps slopev500 1500 sma3nz stdde...,4
ac_egemaps_shimmerlocaldb_sma3nz_amean,shimmer,ac,acoustic,False,0.25770903285658797,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,shimmer,4
ac_mfcc_1_mean,mfcc 1 mean,ac,acoustic,False,0.2543320737402138,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 1 mean,4
ac_egemaps_hnrdbacf_sma3nz_stddevnorm,egemaps hnrdbacf sma3nz stddevnorm,ac,acoustic,False,0.2530271840054233,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps hnrdbacf sma3nz stddevnorm,4
ac_f0_mean,F0 mean,ac,acoustic,False,0.25101170716037347,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,F0 mean,4
ac_egemaps_mfcc2_sma3_amean,egemaps mfcc2 sma3 amean,ac,acoustic,False,0.2443127250903044,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc2 sma3 amean,4
ac_mfcc_5_mean,mfcc 5 mean,ac,acoustic,False,0.24359423613075326,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 5 mean,4
ac_egemaps_slopeuv500_1500_sma3nz_amean,egemaps slopeuv500 1500 sma3nz...,ac,acoustic,False,0.24076455685668,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps slopeuv500 1500 sma3nz amean,4
ac_egemaps_slopev0_500_sma3nz_amean,egemaps slopev0 500 sma3nz amean,ac,acoustic,False,0.23880674100592617,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps slopev0 500 sma3nz amean,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevrisingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.23693413504752708,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
lex_brunet,brunet,lex,lexical,False,0.23515319641098917,0.6666666666666666,0.22140464439406066,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,brunet,4
syn_advmod_ratio,advmod ratio,syn,syntax,False,0.22357059548516292,0.6666666666666666,0.28200734388350357,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,advmod ratio,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm,F0 semitone variability,ac,acoustic,False,0.22297277809041782,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,F0 semitone variability,4
ac_egemaps_loudness_sma3_amean,egemaps loudness sma3 amean,ac,acoustic,False,0.22126937293423418,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudness sma3 amean,4
ac_egemaps_logrelf0_h1_h2_sma3nz_amean,logRelF0 H1-H2,ac,acoustic,False,0.22074603851150248,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,logRelF0 H1-H2,4
syn_noun_verb_ratio,noun/verb ratio,syn,syntax,False,0.22020391747900034,0.6666666666666666,0.26619918359412714,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,noun/verb ratio,4
ac_egemaps_f3frequency_sma3nz_stddevnorm,egemaps f3frequency sma3nz stdd...,ac,acoustic,False,0.21453812921465895,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f3frequency sma3nz stddevnorm,4
ac_egemaps_meanunvoicedsegmentlength,egemaps meanunvoicedsegmentlength,ac,acoustic,False,0.19779463679396406,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps meanunvoicedsegmentlength,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_pctlrange0_2,F0 semitone range,ac,acoustic,False,0.194671839744671,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,F0 semitone range,4
sx_adjacent_similarity_min,adjacent similarity min,sx,syntax,False,0.1893129665176135,0.6666666666666666,0.21282603798341732,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,adjacent similarity min,4
pd_mean_utterance_to_unit_similarity,mean utterance to unit similarity,pd,task:PD,True,0.18884195421511707,0.6666666666666666,0.18740729967395464,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,mean utterance to unit similarity,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_meanrisingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.18668004171547073,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
ac_egemaps_spectralfluxv_sma3nz_amean,egemaps spectralfluxv sma3nz amean,ac,acoustic,False,0.18578150177620795,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps spectralfluxv sma3nz amean,4
pause_filled_per_100_words,filled per 100 words,pause,pause/fluency,False,0.18459954423175984,0.6666666666666666,0.1365297231233554,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,filled per 100 words,4
pause_filled_count,filled count,pause,pause/fluency,False,0.18191965025647872,1.0,0.1200828762185428,,3,3,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,filled count,0
ac_egemaps_stddevunvoicedsegmentlength,egemaps stddevunvoicedsegmentle...,ac,acoustic,False,0.17963482040759185,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps stddevunvoicedsegmentlength,4
ac_egemaps_logrelf0_h1_h2_sma3nz_stddevnorm,egemaps logrelf0 h1 h2 sma3nz s...,ac,acoustic,False,0.1779636476498474,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps logrelf0 h1 h2 sma3nz stdde...,4
pd_global_prompt_coherence,global prompt coherence,pd,task:PD,True,0.1685759448787829,0.6666666666666666,0.14794292601713877,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,global prompt coherence,4
len_token_count,token count,len,length/rate,False,0.15969663680162482,0.6666666666666666,0.12877222365018806,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,token count,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_amean,F0 semitone mean,ac,acoustic,False,0.15567480783696364,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,F0 semitone mean,4
ac_egemaps_f3amplitudelogrelf0_sma3nz_amean,egemaps f3amplitudelogrelf0 sma...,ac,acoustic,False,0.1457659113683063,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f3amplitudelogrelf0 sma3nz...,4
ac_egemaps_f2amplitudelogrelf0_sma3nz_amean,egemaps f2amplitudelogrelf0 sma...,ac,acoustic,False,0.14385240134051025,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f2amplitudelogrelf0 sma3nz...,4
pd_semantic_similarity_to_unit_list,semantic similarity to unit list,pd,task:PD,True,0.14211886475213384,1.0,0.11387297658507714,,3,3,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,semantic similarity to unit list,0
ac_egemaps_f1amplitudelogrelf0_sma3nz_amean,egemaps f1amplitudelogrelf0 sma...,ac,acoustic,False,0.1361352087088151,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f1amplitudelogrelf0 sma3nz...,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevfallingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.13526061879624454,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
ac_egemaps_f3frequency_sma3nz_amean,egemaps f3frequency sma3nz amean,ac,acoustic,False,0.13338337334331254,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f3frequency sma3nz amean,4
ac_duration,duration,ac,acoustic,False,0.12892650122627097,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,duration,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_meanfallingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.12658169019370766,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
ac_egemaps_f2amplitudelogrelf0_sma3nz_stddevnorm,egemaps f2amplitudelogrelf0 sma...,ac,acoustic,False,0.12620273251419425,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f2amplitudelogrelf0 sma3nz...,4
ac_f0_std,F0 variability,ac,acoustic,False,0.1255887615045465,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,F0 variability,4
ac_egemaps_f3amplitudelogrelf0_sma3nz_stddevnorm,egemaps f3amplitudelogrelf0 sma...,ac,acoustic,False,0.12485584235325413,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f3amplitudelogrelf0 sma3nz...,4
pd_repeated_content_unit_ratio,repeated content unit ratio,pd,task:PD,True,0.12057452463569059,0.6666666666666666,0.14488162909648547,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,repeated content unit ratio,4
ac_mfcc_3_mean,mfcc 3 mean,ac,acoustic,False,0.1203259476139949,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 3 mean,4
ac_egemaps_logrelf0_h1_a3_sma3nz_stddevnorm,egemaps logrelf0 h1 a3 sma3nz s...,ac,acoustic,False,0.11147613606334651,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps logrelf0 h1 a3 sma3nz stdde...,4
ac_egemaps_loudness_sma3_percentile80_0,egemaps loudness sma3 percentil...,ac,acoustic,False,0.10559093976448311,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps loudness sma3 percentile80 0,4
ac_egemaps_mfcc2v_sma3nz_amean,egemaps mfcc2v sma3nz amean,ac,acoustic,False,0.10505779636670179,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc2v sma3nz amean,4
ac_egemaps_f1frequency_sma3nz_stddevnorm,egemaps f1frequency sma3nz stdd...,ac,acoustic,False,0.10165593957115746,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f1frequency sma3nz stddevnorm,4
ac_egemaps_hammarbergindexv_sma3nz_amean,egemaps hammarbergindexv sma3nz...,ac,acoustic,False,0.10021955669275341,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps hammarbergindexv sma3nz amean,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile50_0,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.09834301113285995,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
syn_amod_ratio,amod ratio,syn,syntax,False,0.0926333802828051,0.6666666666666666,0.10973008209305442,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,amod ratio,4
ac_egemaps_mfcc1_sma3_amean,egemaps mfcc1 sma3 amean,ac,acoustic,False,0.08735184124625232,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc1 sma3 amean,4
ac_egemaps_f1amplitudelogrelf0_sma3nz_stddevnorm,egemaps f1amplitudelogrelf0 sma...,ac,acoustic,False,0.08337085893359376,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f1amplitudelogrelf0 sma3nz...,4
ac_egemaps_slopev500_1500_sma3nz_amean,egemaps slopev500 1500 sma3nz a...,ac,acoustic,False,0.08020591937064031,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps slopev500 1500 sma3nz amean,4
ac_egemaps_mfcc3v_sma3nz_stddevnorm,egemaps mfcc3v sma3nz stddevnorm,ac,acoustic,False,0.07781604046199775,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc3v sma3nz stddevnorm,4
sx_very_rare_lemma_ratio,very rare lemma ratio,sx,syntax,False,0.07448779427157662,1.0,0.10534164889012058,,3,3,1,FT|PD,0,translingual candidate,0.21927164143416636,0.0,very rare lemma ratio,0
ac_egemaps_alpharatiov_sma3nz_amean,egemaps alpharatiov sma3nz amean,ac,acoustic,False,0.06359638919547353,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps alpharatiov sma3nz amean,4
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile80_0,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.035562890891778935,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f0semitonefrom27 5hz sma3nz...,4
ac_egemaps_f2frequency_sma3nz_amean,egemaps f2frequency sma3nz amean,ac,acoustic,False,0.03493961249256501,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f2frequency sma3nz amean,4
ac_egemaps_mfcc2v_sma3nz_stddevnorm,egemaps mfcc2v sma3nz stddevnorm,ac,acoustic,False,0.03328848339339616,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc2v sma3nz stddevnorm,4
ac_egemaps_mfcc3_sma3_stddevnorm,egemaps mfcc3 sma3 stddevnorm,ac,acoustic,False,0.030505841802921114,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc3 sma3 stddevnorm,4
ac_egemaps_mfcc2_sma3_stddevnorm,egemaps mfcc2 sma3 stddevnorm,ac,acoustic,False,0.027440878210886244,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps mfcc2 sma3 stddevnorm,4
ac_egemaps_jitterlocal_sma3nz_stddevnorm,egemaps jitterlocal sma3nz stdd...,ac,acoustic,False,0.012499065033756732,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps jitterlocal sma3nz stddevnorm,4
ac_mfcc_4_mean,mfcc 4 mean,ac,acoustic,False,0.01235244152535681,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,mfcc 4 mean,4
ac_egemaps_f1frequency_sma3nz_amean,egemaps f1frequency sma3nz amean,ac,acoustic,False,0.01077841620513222,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,egemaps f1frequency sma3nz amean,4
ac_egemaps_logrelf0_h1_a3_sma3nz_amean,logRelF0 H1-A3,ac,acoustic,False,0.010402987864439566,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,logRelF0 H1-A3,4
ac_rms_mean,rms mean,ac,acoustic,False,0.007993111977839026,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,rms mean,4
graph_largest_component_ratio,largest component ratio,graph,graph,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,largest component ratio,4
sx_clause_per_100_tokens,clause per 100 tokens,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,clause per 100 tokens,4
sx_coordination_density,coordination density,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,coordination density,4
sx_modifier_density,modifier density,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,modifier density,4
sx_nominal_density,nominal density,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,nominal density,4
sx_verbal_density,verbal density,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,verbal density,4
sx_np_like_ratio,np like ratio,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,np like ratio,4
sx_pp_like_ratio,pp like ratio,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,pp like ratio,4
sx_vp_like_ratio,vp like ratio,sx,syntax,False,0.0,,0.0,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.21927164143416636,0.0,vp like ratio,4
rd_reference_token_coverage,reference token coverage,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,reference token coverage,4
rd_reference_bigram_coverage,reference bigram coverage,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,reference bigram coverage,4
rd_prompt_similarity,prompt similarity,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,prompt similarity,4
rd_sequence_match_ratio,sequence match ratio,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,sequence match ratio,4
rd_reference_order_score,reference order score,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,reference order score,4
rd_omission_ratio,omission ratio,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,omission ratio,4
rd_insertion_ratio,insertion ratio,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,insertion ratio,4
rd_repetition_ratio,repetition ratio,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition ratio,4
rd_pause_per_reference_token,pause per reference token,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,pause per reference token,4
rd_content_word_recall_ratio,content word recall ratio,rd,task:reading,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,content word recall ratio,4
sr_propositions_recalled_count,propositions recalled count,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,propositions recalled count,4
sr_propositions_recalled_ratio,propositions recalled ratio,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,propositions recalled ratio,4
sr_key_event_coverage,key event coverage,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,key event coverage,4
sr_event_order_score,event order score,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,event order score,4
sr_intrusion_count,intrusion count,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,intrusion count,4
sr_semantic_similarity_to_reference_story,semantic similarity to referenc...,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,semantic similarity to reference story,4
sr_repetition_rate,repetition rate,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,repetition rate,4
sr_content_density,content density,sr,task:SR,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,content density,4
ft_item_count,item count,ft,task:FT,True,,,,,0,0,0,,0,unstable / insufficient evidence,0.21927164143416636,0.0,item count,4
