feature_name,feature_label,feature_group,feature_family,task_specific,diagnostic_strength,direction_consistency,language_specificity,task_specificity_score,valid_cells,valid_languages,valid_manifest_tasks,valid_paper_task_labels,stability_score,interpretation_category,language_specificity_threshold,task_specificity_threshold
ac_egemaps_slopev0_500_sma3nz_amean,egemaps slopev0 500 sma3nz amean,ac,acoustic,False,0.6073921163922993,0.75,0.13640152501288752,0.43861883969133253,4,2,4,FC|FT|PD,2,task-sensitive,0.30153161635750253,0.37651289142833966
pause_long_ratio,long ratio,pause,pause/fluency,False,0.580568805891764,0.6,0.12240565806465352,0.6399421353366817,5,2,4,FC|FT|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_mfcc_4_std,mfcc 4 std,ac,acoustic,False,0.555937403857014,0.75,0.5426696991821176,0.6268995357744707,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
ac_mfcc_5_mean,mfcc 5 mean,ac,acoustic,False,0.5268623246178129,0.5,0.574221979196158,0.6275939371929525,4,2,4,FC|FT|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_nsubj_ratio,nsubj ratio,syn,syntax,False,0.500804050017779,0.75,0.325730356125593,0.4257717228375315,8,4,6,FC|FT|NA|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_meanfallingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.4874478367533983,0.5,0.5018158104565174,0.5532621190697008,4,2,4,FC|FT|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc2_sma3_amean,egemaps mfcc2 sma3 amean,ac,acoustic,False,0.4857304679189895,0.75,0.36110371303042077,0.3981702994630298,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
pause_short_count,short pauses,pause,pause/fluency,False,0.47712107439231016,0.8,0.20400125316173454,0.36688247759556797,5,2,4,FC|FT|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc1v_sma3nz_amean,egemaps mfcc1v sma3nz amean,ac,acoustic,False,0.4534999955855622,0.75,0.6572456550260175,0.5727052814350764,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_alpharatiov_sma3nz_amean,egemaps alpharatiov sma3nz amean,ac,acoustic,False,0.448118119737826,0.75,0.3345905417742427,0.40670503568220284,4,2,4,FC|FT|PD,2,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_alpharatiouv_sma3nz_amean,egemaps alpharatiouv sma3nz amean,ac,acoustic,False,0.43764608443320485,0.75,0.17251627614205498,0.42119884578513184,4,2,4,FC|FT|PD,2,task-sensitive,0.30153161635750253,0.37651289142833966
disc_adjacent_utterance_similarity_mean,adjacent utterance similarity mean,disc,discourse,False,0.4295171358457096,0.625,0.47752413657507914,0.4230020888164177,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
disc_local_coherence,local coherence,disc,discourse,False,0.4295171358457096,0.625,0.47752413657507914,0.4230020888164177,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
disc_semantic_drift,semantic drift,disc,discourse,False,0.4295171358457083,0.625,0.47752413657507686,0.423002088816416,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_amod_ratio,amod ratio,syn,syntax,False,0.4078410037047794,0.5,0.37317126937768735,0.5474887943386408,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_max_tree_depth,max tree depth,syn,syntax,False,0.3723776556607798,0.625,0.20586444528167303,0.25585264244209,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
len_tokens_per_second,tokens per second,len,length/rate,False,0.3613969656021427,0.8,0.30153161635750253,0.3342651965765811,5,2,4,FC|FT|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
pause_speech_rate_words_per_second,speech rate words per second,pause,pause/fluency,False,0.3613969656021427,0.8,0.30153161635750253,0.3342651965765811,5,2,4,FC|FT|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
len_syllables_per_second,syllables per second,len,length/rate,False,0.3595941880286591,0.8,0.30002930171293285,0.3391900797816199,5,2,4,FC|FT|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
pd_total_unit_mentions,total unit mentions,pd,task:PD,True,0.33974913885702307,1.0,0.16880937859983497,,3,3,1,FT|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
pd_num_total_keywords,num total keywords,pd,task:PD,True,0.33974913885702307,1.0,0.16880937859983497,,3,3,1,FT|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
graph_density,density,graph,graph,False,0.33909912489475186,1.0,0.18870782215566917,0.1789425471575706,8,4,6,FC|FT|NA|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
pause_pause_to_word_ratio,pause to word ratio,pause,pause/fluency,False,0.3343482785957699,0.5,0.03285903993224202,0.3914129395076365,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
lex_brunet,brunet,lex,lexical,False,0.30631325147087324,0.625,0.33327341831461177,0.3632095268450693,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sx_sentence_length_cv,sentence length cv,sx,syntax,False,0.30246211524555133,0.625,0.24918236016901385,0.222920442729223,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
lex_honore,honore,lex,lexical,False,0.24195661084369557,0.875,0.13517401993011516,0.1686363347515898,8,4,6,FC|FT|NA|PD,2,translingual candidate,0.30153161635750253,0.37651289142833966
sx_adjacent_similarity_max,adjacent similarity max,sx,syntax,False,0.20780683444470133,0.625,0.09880606221481787,0.16573948474700817,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_interjection_ratio,interjection ratio,syn,syntax,False,0.13943901859590804,0.6666666666666666,0.2037287266416365,0.12364112062606417,8,4,6,FC|FT|NA|PD,2,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sr_key_event_coverage,key event coverage,sr,task:SR,True,1.891752434312501,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sr_propositions_recalled_ratio,propositions recalled ratio,sr,task:SR,True,1.8462098416998216,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sr_propositions_recalled_count,propositions recalled count,sr,task:SR,True,1.8462098416998214,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f2amplitudelogrelf0_sma3nz_amean,egemaps f2amplitudelogrelf0 sma...,ac,acoustic,False,1.4515120214350794,1.0,0.8680814541645843,2.000401680525837,4,2,4,FC|FT|PD,1,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_f3amplitudelogrelf0_sma3nz_amean,egemaps f3amplitudelogrelf0 sma...,ac,acoustic,False,1.4030005336819644,1.0,0.8380089714906778,1.9380646508732782,4,2,4,FC|FT|PD,1,language-task confounded,0.30153161635750253,0.37651289142833966
sr_semantic_similarity_to_reference_story,semantic similarity to referenc...,sr,task:SR,True,1.3848139889702256,1.0,,,1,1,1,FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_meanunvoicedsegmentlength,egemaps meanunvoicedsegmentlength,ac,acoustic,False,0.7142492847564911,0.5,0.13206093659038767,0.9624865882017657,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_stddevunvoicedsegmentlength,egemaps stddevunvoicedsegmentle...,ac,acoustic,False,0.7119876813917763,0.5,0.1905820850389276,1.0024289700956417,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
cmd_device_keyword_ratio,device keyword ratio,cmd,task:command,True,0.6447935195098007,1.0,,,1,1,1,FC,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_loudnesspeakspersec,egemaps loudnesspeakspersec,ac,acoustic,False,0.6426169489110718,0.5,0.13319708011855017,0.7204454161403342,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_mfcc_2_mean,mfcc 2 mean,ac,acoustic,False,0.5868988594043587,0.5,0.438317861793048,0.6338385995176345,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rd_repetition_ratio,repetition ratio,rd,task:reading,True,0.5864184749695455,1.0,,,1,1,1,NA,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_unique_unit_efficiency,unique unit efficiency,pd,task:PD,True,0.5834561241013151,1.0,0.37615401529868486,,2,2,1,FT|PD,1,language-sensitive candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_jitterlocal_sma3nz_amean,jitter,ac,acoustic,False,0.5607826908841931,0.5,0.26598859671788644,0.5762740394188081,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_unique_unit_density,unique unit density,pd,task:PD,True,0.5090533778092784,0.6666666666666666,0.4977784506047171,,3,3,1,FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
cmd_mean_utterance_length,mean utterance length,cmd,task:command,True,0.46002543356364195,1.0,,,1,1,1,FC,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc3v_sma3nz_stddevnorm,egemaps mfcc3v sma3nz stddevnorm,ac,acoustic,False,0.43618185235447615,0.75,0.3751399991492672,0.42521829608525735,4,2,4,FC|FT|PD,1,language-task confounded,0.30153161635750253,0.37651289142833966
syn_content_function_ratio,content function ratio,syn,syntax,False,0.4327132397804767,0.75,0.17337048952763917,0.24670312018023183,8,4,6,FC|FT|NA|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
pause_articulation_rate_words_per_speaking_second,articulation rate words per spe...,pause,pause/fluency,False,0.4049576498532511,0.6,0.3461180543919893,0.2925631428120351,5,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_hammarbergindexv_sma3nz_amean,egemaps hammarbergindexv sma3nz...,ac,acoustic,False,0.3980352035364678,0.5,0.32598841360683883,0.40320067774526824,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f1bandwidth_sma3nz_amean,egemaps f1bandwidth sma3nz amean,ac,acoustic,False,0.38860155995435214,0.75,0.1859600179319321,0.42291917588388206,4,2,4,FC|FT|PD,1,task-sensitive,0.30153161635750253,0.37651289142833966
ac_mfcc_4_mean,mfcc 4 mean,ac,acoustic,False,0.38746589796415926,0.5,0.2661994572790779,0.5530533398565854,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc1v_sma3nz_stddevnorm,egemaps mfcc1v sma3nz stddevnorm,ac,acoustic,False,0.3738781377607837,0.5,0.26696235680367575,0.37765136953468875,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_detected_prompt_score,detected prompt score,pd,task:PD,True,0.34034601317254337,1.0,0.3619519827533015,,3,3,1,FT|PD,1,language-sensitive candidate,0.30153161635750253,0.37651289142833966
cmd_request_marker_ratio,request marker ratio,cmd,task:command,True,0.335593323094999,1.0,,,1,1,1,FC,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_zcr_std,zcr std,ac,acoustic,False,0.3056817153698284,0.5,0.13827660679753961,0.3626500425259109,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_logrelf0_h1_a3_sma3nz_amean,logRelF0 H1-A3,ac,acoustic,False,0.3026101148361905,0.75,0.3679455331387246,0.3286004311626258,4,2,4,FC|FT|PD,1,language-sensitive candidate,0.30153161635750253,0.37651289142833966
ac_mfcc_2_std,mfcc 2 std,ac,acoustic,False,0.29872259127228307,0.5,0.3634479655192127,0.353961541227818,4,2,4,FC|FT|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
len_std_utterance_length,std utterance length,len,length/rate,False,0.2939674308971588,0.5,0.18402220537642447,0.21153066210438812,8,4,6,FC|FT|NA|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
syn_sconj_ratio,sconj ratio,syn,syntax,False,0.2905839817366712,0.625,0.15576812216784341,0.24003885233190306,8,4,6,FC|FT|NA|PD,1,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc3_sma3_amean,egemaps mfcc3 sma3 amean,ac,acoustic,False,0.2750227428216184,0.75,0.19003516383802044,0.22598791079648967,4,2,4,FC|FT|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
disc_repeated_trigram_ratio,repeated trigram ratio,disc,discourse,False,0.25881497406294524,0.75,0.2502688215394235,0.17188451270285085,8,4,6,FC|FT|NA|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_f1frequency_sma3nz_stddevnorm,egemaps f1frequency sma3nz stdd...,ac,acoustic,False,0.24341634823092834,1.0,0.28061439280045253,0.2458123205338067,4,2,4,FC|FT|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
pause_filled_per_100_words,filled per 100 words,pause,pause/fluency,False,0.22301143160887452,0.8333333333333334,0.16141992605120822,0.21648677629840848,8,4,6,FC|FT|NA|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
syn_advmod_ratio,advmod ratio,syn,syntax,False,0.21535996619945136,0.75,0.2080423637408686,0.20060410516855728,8,4,6,FC|FT|NA|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
pause_filled_count,filled count,pause,pause/fluency,False,0.2132323830452034,1.0,0.15599187189867492,0.1928949963424489,8,4,6,FC|FT|NA|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
sx_very_rare_lemma_ratio,very rare lemma ratio,sx,syntax,False,0.07769563240311425,1.0,0.13457278284838867,0.14537876294327357,8,4,6,FC|FT|NA|PD,1,translingual candidate,0.30153161635750253,0.37651289142833966
sr_content_density,content density,sr,task:SR,True,0.9731416880341477,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_hnrdbacf_sma3nz_stddevnorm,egemaps hnrdbacf sma3nz stddevnorm,ac,acoustic,False,0.5558147730370814,0.5,0.4569274586223851,0.6070111455457622,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_f0_mean,F0 mean,ac,acoustic,False,0.5469285095897316,0.5,0.49038321719954314,0.5655942205506593,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc4v_sma3nz_stddevnorm,egemaps mfcc4v sma3nz stddevnorm,ac,acoustic,False,0.5434237826798372,0.5,0.29464585398138854,0.5652419800423452,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rep_token_count,token count,rep,task:repetition,True,0.46119070226060793,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_logrelf0_h1_h2_sma3nz_amean,logRelF0 H1-H2,ac,acoustic,False,0.45506152703918207,0.75,0.3892127519651888,0.427436261974677,4,2,4,FC|FT|PD,0,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc2v_sma3nz_amean,egemaps mfcc2v sma3nz amean,ac,acoustic,False,0.43516132766542653,1.0,0.2775230194654729,0.37651289142833966,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_slopev500_1500_sma3nz_stddevnorm,egemaps slopev500 1500 sma3nz s...,ac,acoustic,False,0.4334368654821037,0.75,0.026379205726021593,0.35330737124336004,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_pctlrange0_2,F0 semitone range,ac,acoustic,False,0.42028910063097735,0.5,0.3720976954911347,0.43502750726951533,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevnorm,F0 semitone variability,ac,acoustic,False,0.4105568348063221,0.5,0.3863165704562235,0.42825767694495787,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_total_unit_efficiency,total unit efficiency,pd,task:PD,True,0.40695825161643795,1.0,0.27047216324083595,,2,2,1,FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
pd_object_units_ratio,object units ratio,pd,task:PD,True,0.4003132467080201,0.6666666666666666,0.486005840176116,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_action_units_ratio,action units ratio,pd,task:PD,True,0.4003132467080199,0.6666666666666666,0.48600584017611587,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
len_audio_duration,audio duration,len,length/rate,False,0.37539364351423565,0.6,0.027464819435828403,0.4123101820466467,5,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sx_low_similarity_frac_05,low similarity frac 05,sx,syntax,False,0.36866185658561335,0.75,0.2415892541113205,0.5283170110760603,8,4,6,FC|FT|NA|PD,0,task-sensitive,0.30153161635750253,0.37651289142833966
ac_duration,duration,ac,acoustic,False,0.3676838543569234,0.5,0.16671859582503573,0.38614571238407547,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rep_reference_token_coverage,reference token coverage,rep,task:repetition,True,0.36538386912092446,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_voicedsegmentspersec,egemaps voicedsegmentspersec,ac,acoustic,False,0.36336289993599,0.75,0.29483973084830284,0.30211897611153254,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_f3frequency_sma3nz_stddevnorm,egemaps f3frequency sma3nz stdd...,ac,acoustic,False,0.3608965073674427,0.5,0.26358460967276676,0.36244870024808457,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f2bandwidth_sma3nz_stddevnorm,egemaps f2bandwidth sma3nz stdd...,ac,acoustic,False,0.3442762941428979,0.5,0.04884470002549125,0.4021887281175042,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f3frequency_sma3nz_amean,egemaps f3frequency sma3nz amean,ac,acoustic,False,0.34002682890478897,0.75,0.46637797003824455,0.4271024599472361,4,2,4,FC|FT|PD,0,language-task confounded,0.30153161635750253,0.37651289142833966
ac_egemaps_jitterlocal_sma3nz_stddevnorm,egemaps jitterlocal sma3nz stdd...,ac,acoustic,False,0.3399054679693426,1.0,0.05041053730185588,0.2998194090729633,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_f1bandwidth_sma3nz_stddevnorm,egemaps f1bandwidth sma3nz stdd...,ac,acoustic,False,0.3366633436601274,0.5,0.29957448658054275,0.3906217985468069,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f2bandwidth_sma3nz_amean,egemaps f2bandwidth sma3nz amean,ac,acoustic,False,0.33532360848080417,0.75,0.004449763345098064,0.35118114625194036,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
pd_keyword_ttr,keyword ttr,pd,task:PD,True,0.3339573331525098,0.6666666666666666,0.3542854100468776,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc3v_sma3nz_amean,egemaps mfcc3v sma3nz amean,ac,acoustic,False,0.3296663571916726,0.75,0.048584862898968934,0.3624232560622214,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_shimmerlocaldb_sma3nz_amean,shimmer,ac,acoustic,False,0.3215005173195704,1.0,0.14872406313752412,0.2099463601929458,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
syn_open_closed_ratio,open closed ratio,syn,syntax,False,0.31865251585738763,0.875,0.1948518066311682,0.29392039444198653,8,4,6,FC|FT|NA|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_f2frequency_sma3nz_amean,egemaps f2frequency sma3nz amean,ac,acoustic,False,0.3099887520363075,0.5,0.3141802876895278,0.3343038621403038,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc2_sma3_stddevnorm,egemaps mfcc2 sma3 stddevnorm,ac,acoustic,False,0.3035173324877481,0.5,0.28710939744340136,0.4251959260201546,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc3_sma3_stddevnorm,egemaps mfcc3 sma3 stddevnorm,ac,acoustic,False,0.29935801761431535,0.5,0.29802834494163,0.3409011286627636,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rep_immediate_repetition_count,immediate repetition count,rep,task:repetition,True,0.2988071523335984,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
pd_content_density,content density,pd,task:PD,True,0.29627252053789105,1.0,0.2916285144381964,,3,3,1,FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
pd_total_unit_density,total unit density,pd,task:PD,True,0.29627252053789105,1.0,0.2916285144381964,,3,3,1,FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
pd_keyword_to_nonkeyword_ratio,keyword to nonkeyword ratio,pd,task:PD,True,0.2961694380139512,0.6666666666666666,0.30148942594661177,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_logrelf0_h1_h2_sma3nz_stddevnorm,egemaps logrelf0 h1 h2 sma3nz s...,ac,acoustic,False,0.2911746226495335,0.5,0.19156829552342275,0.34767015786350763,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile20_0,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.28435684672208666,0.5,0.1499107993982527,0.287669202156139,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rep_unique_token_ratio,unique token ratio,rep,task:repetition,True,0.2820654426368573,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rep_repetition_rate,repetition rate,rep,task:repetition,True,0.2820654426368573,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevfallingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.2774442433080216,0.5,0.3138082588303269,0.30927600766417873,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_f0_std,F0 variability,ac,acoustic,False,0.272759775017109,0.75,0.2945611417996164,0.27668500071344276,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
cmd_repetition_rate,repetition rate,cmd,task:command,True,0.27164996982752465,1.0,,,1,1,1,FC,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_meanrisingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.26739441964374655,0.5,0.15215507055887234,0.2840842835294505,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
cmd_unique_token_ratio,unique token ratio,cmd,task:command,True,0.2665348460278765,1.0,,,1,1,1,FC,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_percentile80_0,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.2562677246073356,1.0,0.12624718656069586,0.3029229650661579,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
sr_repetition_rate,repetition rate,sr,task:SR,True,0.2549735014313235,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sx_low_similarity_frac_03,low similarity frac 03,sx,syntax,False,0.25104891297145515,0.875,0.09927283463463712,0.24807947091574276,8,4,6,FC|FT|NA|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
rep_sequence_match_to_reference,sequence match to reference,rep,task:repetition,True,0.24787298477727704,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f0semitonefrom27_5hz_sma3nz_stddevrisingslope,egemaps f0semitonefrom27 5hz sm...,ac,acoustic,False,0.24284043802059696,0.5,0.09057475288580585,0.2558034350431998,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_zcr_mean,zcr mean,ac,acoustic,False,0.23153759890301268,0.5,0.07017923189821548,0.3132473063628188,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sx_adjacent_similarity_min,adjacent similarity min,sx,syntax,False,0.22409693523291768,0.5714285714285714,0.13951883670033965,0.266709884722662,8,4,6,FC|FT|NA|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sr_intrusion_count,intrusion count,sr,task:SR,True,0.2166407431581352,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_f1frequency_sma3nz_amean,egemaps f1frequency sma3nz amean,ac,acoustic,False,0.20868292952523143,0.5,0.1848456537675135,0.27683479050891985,4,2,4,FC|FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
sr_event_order_score,event order score,sr,task:SR,True,0.20757756108309408,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
ac_egemaps_alpharatiov_sma3nz_stddevnorm,egemaps alpharatiov sma3nz stdd...,ac,acoustic,False,0.20633910283888726,0.75,0.07941440278931197,0.21837855796402042,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_hammarbergindexv_sma3nz_stddevnorm,egemaps hammarbergindexv sma3nz...,ac,acoustic,False,0.19556898177747825,0.75,0.017533462292810158,0.24315222040809245,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
ac_egemaps_mfcc2v_sma3nz_stddevnorm,egemaps mfcc2v sma3nz stddevnorm,ac,acoustic,False,0.19106180809302364,0.75,0.1839067323306657,0.20046969697488817,4,2,4,FC|FT|PD,0,translingual candidate,0.30153161635750253,0.37651289142833966
pd_mean_utterance_to_unit_similarity,mean utterance to unit similarity,pd,task:PD,True,0.18884195421511707,0.6666666666666666,0.18740729967395464,,3,3,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
rep_duration_per_token,duration per token,rep,task:repetition,True,0.18235193964191126,1.0,,,1,1,1,FT|PD,0,unstable / insufficient evidence,0.30153161635750253,0.37651289142833966
