run_name,language_code,language,ranking_method,ranking_description,subset,top_k,num_features,tested_features,bonferroni_significant_features,fdr_significant_features,model_family,model_variant,accuracy,balanced_accuracy,macro_f1,sensitivity,specificity,precision,auroc,auprc
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,69,40,56,svm,linear_c1,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.6963824289405685,0.5526859404521802
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,69,40,56,svm,rbf_c1,0.7540983606557377,0.7448320413436693,0.7244805781391147,0.7222222222222222,0.7674418604651163,0.5652173913043478,0.7803617571059431,0.5765111613150828
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,69,40,56,lr,c1,0.7213114754098361,0.6569767441860466,0.6594417077175698,0.5,0.813953488372093,0.5294117647058824,0.6382428940568476,0.4825024354802191
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,69,40,56,dt,depth20,0.7049180327868853,0.661498708010336,0.6560150375939849,0.5555555555555556,0.7674418604651163,0.5,0.661498708010336,0.4089253187613843
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,69,40,56,rf,n200,0.6885245901639344,0.5852713178294574,0.5891527827011698,0.3333333333333333,0.8372093023255814,0.46153846153846156,0.7474160206718345,0.578811800944154
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,69,40,56,svm,linear_c1,0.7049180327868853,0.6453488372093024,0.6453488372093024,0.5,0.7906976744186046,0.5,0.5658914728682171,0.474589480155745
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,69,40,56,svm,rbf_c1,0.7540983606557377,0.7448320413436693,0.7244805781391147,0.7222222222222222,0.7674418604651163,0.5652173913043478,0.7790697674418605,0.5374234033785257
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,69,40,56,lr,c1,0.7377049180327869,0.7170542635658914,0.7024390243902439,0.6666666666666666,0.7674418604651163,0.5454545454545454,0.7919896640826873,0.7078418975539992
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,69,40,56,dt,depth20,0.639344262295082,0.5665374677002584,0.5665374677002584,0.3888888888888889,0.7441860465116279,0.3888888888888889,0.5665374677002584,0.33156243675369357
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,69,40,56,rf,n200,0.819672131147541,0.7428940568475453,0.7621410847217298,0.5555555555555556,0.9302325581395349,0.7692307692307693,0.8003875968992248,0.6770750919499215
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,69,40,56,svm,linear_c1,0.6885245901639344,0.6498708010335917,0.6419524250849552,0.5555555555555556,0.7441860465116279,0.47619047619047616,0.6976744186046513,0.631966794843942
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,69,40,56,svm,rbf_c1,0.7213114754098361,0.7377260981912145,0.7007215007215007,0.7777777777777778,0.6976744186046512,0.5185185185185185,0.8023255813953488,0.6020578983949177
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,69,69,40,56,lr,c1,0.7049180327868853,0.6776485788113695,0.6652439024390244,0.6111111111111112,0.7441860465116279,0.5,0.6963824289405685,0.6749100942518119
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,69,69,40,56,dt,depth20,0.6557377049180327,0.5458656330749354,0.5459057071960298,0.2777777777777778,0.813953488372093,0.38461538461538464,0.5458656330749354,0.31995236093596746
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,69,69,40,56,rf,n200,0.8524590163934426,0.7661498708010336,0.7964404894327031,0.5555555555555556,0.9767441860465116,0.9090909090909091,0.8404392764857882,0.779454828893888
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,69,69,40,56,svm,linear_c1,0.6721311475409836,0.6382428940568475,0.6280487804878049,0.5555555555555556,0.7209302325581395,0.45454545454545453,0.6459948320413437,0.5619364438044554
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,69,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.8074935400516796,0.6938404880175223
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,69,69,40,56,lr,c1,0.7049180327868853,0.6776485788113695,0.6652439024390244,0.6111111111111112,0.7441860465116279,0.5,0.6963824289405685,0.6749100942518119
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,69,69,40,56,dt,depth20,0.6229508196721312,0.5387596899224806,0.5392446633825945,0.3333333333333333,0.7441860465116279,0.35294117647058826,0.5387596899224806,0.31436837029893927
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,69,69,40,56,rf,n200,0.8524590163934426,0.7822997416020672,0.80538816022687,0.6111111111111112,0.9534883720930233,0.8461538461538461,0.83656330749354,0.7872644280614639
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,69,69,40,56,svm,linear_c1,0.6721311475409836,0.6382428940568475,0.6280487804878049,0.5555555555555556,0.7209302325581395,0.45454545454545453,0.6459948320413437,0.5619364438044554
language_es_all_rich,es,Spanish,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,69,69,40,56,svm,rbf_c1,0.7704918032786885,0.7564599483204134,0.7396341463414634,0.7222222222222222,0.7906976744186046,0.5909090909090909,0.8074935400516796,0.6938404880175223
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,73,128,lr,c1,0.5625,0.5064102564102564,0.5062599188855581,0.34615384615384615,0.6666666666666666,0.3333333333333333,0.5277777777777778,0.34611105425754585
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,73,128,dt,depth20,0.6,0.5341880341880342,0.5345454545454545,0.34615384615384615,0.7222222222222222,0.375,0.545940170940171,0.37252747252747254
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,73,128,rf,n200,0.5625,0.49643874643874647,0.4963122863824429,0.3076923076923077,0.6851851851851852,0.32,0.5206552706552707,0.39004034736956206
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,73,128,svm,linear_c1,0.5625,0.5064102564102564,0.5062599188855581,0.34615384615384615,0.6666666666666666,0.3333333333333333,0.5270655270655271,0.3606921154633061
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,73,128,svm,rbf_c1,0.5875,0.524928774928775,0.5250944414463034,0.34615384615384615,0.7037037037037037,0.36,0.48005698005698005,0.37029118610155337
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,73,128,lr,c1,0.6125,0.5733618233618234,0.5705627705627706,0.46153846153846156,0.6851851851851852,0.41379310344827586,0.6175213675213675,0.4269636134839305
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,73,128,dt,depth20,0.55,0.5270655270655271,0.52,0.46153846153846156,0.5925925925925926,0.35294117647058826,0.5391737891737891,0.35373303167420816
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,73,128,rf,n200,0.6125,0.5534188034188035,0.5538765965101637,0.38461538461538464,0.7222222222222222,0.4,0.6264245014245013,0.4155507282343774
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,73,128,svm,linear_c1,0.6,0.5641025641025641,0.5604395604395604,0.46153846153846156,0.6666666666666666,0.4,0.5826210826210827,0.39287036886014604
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,73,128,svm,rbf_c1,0.675,0.6396011396011396,0.636617749825297,0.5384615384615384,0.7407407407407407,0.5,0.6623931623931624,0.4896330299790813
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,73,128,lr,c1,0.625,0.6125356125356125,0.6,0.5769230769230769,0.6481481481481481,0.4411764705882353,0.7143874643874645,0.5608091420718493
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,73,128,dt,depth20,0.575,0.5356125356125356,0.532967032967033,0.4230769230769231,0.6481481481481481,0.36666666666666664,0.5487891737891738,0.36452169625246544
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,73,128,rf,n200,0.675,0.6196581196581197,0.6218181818181818,0.46153846153846156,0.7777777777777778,0.5,0.650997150997151,0.49275091253876896
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,73,128,svm,linear_c1,0.625,0.6125356125356125,0.6,0.5769230769230769,0.6481481481481481,0.4411764705882353,0.6759259259259259,0.5242421272253746
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,73,128,svm,rbf_c1,0.6875,0.6588319088319088,0.6536796536796536,0.5769230769230769,0.7407407407407407,0.5172413793103449,0.6994301994301995,0.5368791986478973
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,73,128,lr,c1,0.7625,0.7143874643874644,0.7205368633940062,0.5769230769230769,0.8518518518518519,0.6521739130434783,0.8475783475783476,0.7920211514878777
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,73,128,dt,depth20,0.775,0.6937321937321937,0.7094430992736077,0.46153846153846156,0.9259259259259259,0.75,0.6937321937321939,0.5211538461538461
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,73,128,rf,n200,0.7875,0.6830484330484331,0.7011645792133597,0.38461538461538464,0.9814814814814815,0.9090909090909091,0.7631766381766381,0.7341938077558339
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,73,128,svm,linear_c1,0.725,0.6866096866096866,0.6866096866096866,0.5769230769230769,0.7962962962962963,0.5769230769230769,0.7948717948717948,0.7428127754304987
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,73,128,svm,rbf_c1,0.7125,0.6673789173789173,0.6690052167656053,0.5384615384615384,0.7962962962962963,0.56,0.8105413105413105,0.715547103617529
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,73,128,lr,c1,0.825,0.7706552706552707,0.7864225781845919,0.6153846153846154,0.9259259259259259,0.8,0.8896011396011395,0.8454136998670971
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,73,128,dt,depth20,0.65,0.5512820512820513,0.5480225988700564,0.2692307692307692,0.8333333333333334,0.4375,0.5512820512820513,0.35528846153846155
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,73,128,rf,n200,0.8,0.7022792022792023,0.723899913718723,0.4230769230769231,0.9814814814814815,0.9166666666666666,0.8625356125356125,0.8017973919444321
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,73,128,svm,linear_c1,0.8125,0.7813390313390314,0.784133837021047,0.6923076923076923,0.8703703703703703,0.72,0.8447293447293447,0.7665272004302519
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,100,100,192,73,128,svm,rbf_c1,0.7875,0.7229344729344729,0.7371980676328502,0.5384615384615384,0.9074074074074074,0.7368421052631579,0.8240740740740741,0.7289479928343663
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,73,128,lr,c1,0.8125,0.7713675213675213,0.7793712079426365,0.6538461538461539,0.8888888888888888,0.7391304347826086,0.8881766381766382,0.8381089615276682
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,73,128,dt,depth20,0.7875,0.7628205128205128,0.7601833891729853,0.6923076923076923,0.8333333333333334,0.6666666666666666,0.7628205128205129,0.5615384615384615
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,73,128,rf,n200,0.8125,0.7314814814814814,0.7540479606476738,0.5,0.9629629629629629,0.8666666666666667,0.8967236467236468,0.8293988176906655
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,73,128,svm,linear_c1,0.8125,0.7813390313390314,0.784133837021047,0.6923076923076923,0.8703703703703703,0.72,0.9138176638176638,0.846424739702292
language_zh_all_rich,zh,Chinese,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,all,192,192,73,128,svm,rbf_c1,0.7375,0.6858974358974359,0.6911196911196911,0.5384615384615384,0.8333333333333334,0.6086956521739131,0.868945868945869,0.7444130447175654
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,73,128,lr,c1,0.5625,0.5163817663817664,0.5151515151515151,0.38461538461538464,0.6481481481481481,0.3448275862068966,0.5847578347578347,0.37332457720727197
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,73,128,dt,depth20,0.5625,0.5263532763532763,0.5230795435189917,0.4230769230769231,0.6296296296296297,0.3548387096774194,0.5377492877492878,0.3546393123006026
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,73,128,rf,n200,0.6375,0.5719373219373219,0.5734510020224306,0.38461538461538464,0.7592592592592593,0.43478260869565216,0.6214387464387464,0.47115250734533054
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,73,128,svm,linear_c1,0.575,0.5156695156695157,0.5156695156695157,0.34615384615384615,0.6851851851851852,0.34615384615384615,0.5754985754985755,0.3572011689245674
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,5,5,192,73,128,svm,rbf_c1,0.625,0.5726495726495726,0.5726495726495726,0.4230769230769231,0.7222222222222222,0.4230769230769231,0.6467236467236467,0.4507875874172817
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,73,128,lr,c1,0.575,0.5256410256410257,0.5248078266946191,0.38461538461538464,0.6666666666666666,0.35714285714285715,0.5833333333333335,0.4042065955749795
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,73,128,dt,depth20,0.5375,0.5277777777777778,0.5156275568646702,0.5,0.5555555555555556,0.35135135135135137,0.5405982905982907,0.35314449064449066
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,73,128,rf,n200,0.65,0.5811965811965812,0.5833333333333334,0.38461538461538464,0.7777777777777778,0.45454545454545453,0.6296296296296298,0.4721962880875805
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,73,128,svm,linear_c1,0.6,0.5641025641025641,0.5604395604395604,0.46153846153846156,0.6666666666666666,0.4,0.5633903133903134,0.3943288137798674
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,10,10,192,73,128,svm,rbf_c1,0.6375,0.6018518518518519,0.5982683982683983,0.5,0.7037037037037037,0.4482758620689655,0.6495726495726495,0.5057007552353823
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,73,128,lr,c1,0.6625,0.6403133903133903,0.6320899335717935,0.5769230769230769,0.7037037037037037,0.4838709677419355,0.7720797720797722,0.5941250759554705
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,73,128,dt,depth20,0.5625,0.5462962962962963,0.5363470773306839,0.5,0.5925925925925926,0.37142857142857144,0.5626780626780626,0.3706807081807082
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,73,128,rf,n200,0.6375,0.561965811965812,0.5631707776313313,0.34615384615384615,0.7777777777777778,0.42857142857142855,0.6858974358974359,0.5305856036343025
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,73,128,svm,linear_c1,0.6375,0.6217948717948718,0.6106729316999496,0.5769230769230769,0.6666666666666666,0.45454545454545453,0.75997150997151,0.5835971514259962
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,20,20,192,73,128,svm,rbf_c1,0.675,0.6396011396011396,0.636617749825297,0.5384615384615384,0.7407407407407407,0.5,0.7357549857549858,0.5550992455698304
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,73,128,lr,c1,0.775,0.7336182336182336,0.7381818181818182,0.6153846153846154,0.8518518518518519,0.6666666666666666,0.8525641025641025,0.790844527707316
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,73,128,dt,depth20,0.7,0.6381766381766382,0.6428571428571428,0.46153846153846156,0.8148148148148148,0.5454545454545454,0.6381766381766383,0.4267482517482517
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,73,128,rf,n200,0.775,0.6638176638176638,0.6774193548387097,0.34615384615384615,0.9814814814814815,0.9,0.8219373219373219,0.7850732033133675
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,73,128,svm,linear_c1,0.725,0.6866096866096866,0.6866096866096866,0.5769230769230769,0.7962962962962963,0.5769230769230769,0.7998575498575499,0.746353918197811
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,50,50,192,73,128,svm,rbf_c1,0.7125,0.6673789173789173,0.6690052167656053,0.5384615384615384,0.7962962962962963,0.56,0.8205128205128205,0.7236832034402625
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,73,128,lr,c1,0.8375,0.7898860398860399,0.8041800037657691,0.6538461538461539,0.9259259259259259,0.8095238095238095,0.896011396011396,0.8624236751878755
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,73,128,dt,depth20,0.7,0.6481481481481481,0.6509090909090909,0.5,0.7962962962962963,0.5416666666666666,0.6481481481481481,0.43333333333333335
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,73,128,rf,n200,0.7875,0.6830484330484331,0.7011645792133597,0.38461538461538464,0.9814814814814815,0.9090909090909091,0.8760683760683761,0.8133820494305134
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,73,128,svm,linear_c1,0.8,0.7621082621082621,0.7672727272727273,0.6538461538461539,0.8703703703703703,0.7083333333333334,0.8383190883190883,0.7853022314554103
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,100,100,192,73,128,svm,rbf_c1,0.8,0.7421652421652422,0.7559115179252479,0.5769230769230769,0.9074074074074074,0.75,0.8240740740740741,0.7578208696581914
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,73,128,lr,c1,0.8125,0.7713675213675213,0.7793712079426365,0.6538461538461539,0.8888888888888888,0.7391304347826086,0.8881766381766382,0.8381089615276682
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,73,128,dt,depth20,0.7875,0.7628205128205128,0.7601833891729853,0.6923076923076923,0.8333333333333334,0.6666666666666666,0.7628205128205129,0.5615384615384615
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,73,128,rf,n200,0.8125,0.7314814814814814,0.7540479606476738,0.5,0.9629629629629629,0.8666666666666667,0.8967236467236468,0.8293988176906655
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,73,128,svm,linear_c1,0.8125,0.7813390313390314,0.784133837021047,0.6923076923076923,0.8703703703703703,0.72,0.9138176638176638,0.846424739702292
language_zh_all_rich,zh,Chinese,welch_bonferroni,"Welch t-test, ranked by Bonferroni-adjusted p-value",all_universal,all,192,192,73,128,svm,rbf_c1,0.7375,0.6858974358974359,0.6911196911196911,0.5384615384615384,0.8333333333333334,0.6086956521739131,0.868945868945869,0.7444130447175654
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,9,31,lr,c1,0.5952380952380952,0.5892857142857142,0.5757575757575757,0.6071428571428571,0.5714285714285714,0.7391304347826086,0.673469387755102,0.7764292195584559
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,9,31,dt,depth20,0.6190476190476191,0.5178571428571428,0.5073313782991202,0.8214285714285714,0.21428571428571427,0.6764705882352942,0.5178571428571428,0.6747198879551821
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,9,31,rf,n200,0.7380952380952381,0.6785714285714286,0.6867796610169492,0.8571428571428571,0.5,0.7741935483870968,0.7257653061224489,0.829650030807699
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,9,31,svm,linear_c1,0.5714285714285714,0.5714285714285714,0.5552941176470588,0.5714285714285714,0.5714285714285714,0.7272727272727273,0.6709183673469388,0.7739164086207044
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,5,5,192,9,31,svm,rbf_c1,0.6904761904761905,0.6785714285714286,0.6676810712111991,0.7142857142857143,0.6428571428571429,0.8,0.7346938775510206,0.844620869669007
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,9,31,lr,c1,0.7619047619047619,0.7321428571428572,0.7321428571428572,0.8214285714285714,0.6428571428571429,0.8214285714285714,0.739795918367347,0.8651596339890164
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,9,31,dt,depth20,0.6666666666666666,0.6607142857142858,0.6466346153846154,0.6785714285714286,0.6428571428571429,0.7916666666666666,0.6607142857142857,0.7514880952380951
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,9,31,rf,n200,0.7619047619047619,0.7142857142857142,0.7214854111405835,0.8571428571428571,0.5714285714285714,0.8,0.8354591836734694,0.9279487939531385
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,9,31,svm,linear_c1,0.7380952380952381,0.7321428571428572,0.71880706025563,0.75,0.7142857142857143,0.84,0.7321428571428572,0.8510637022525447
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,10,10,192,9,31,svm,rbf_c1,0.7857142857142857,0.8035714285714286,0.7754010695187166,0.75,0.8571428571428571,0.9130434782608695,0.8112244897959184,0.903945515395022
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,9,31,lr,c1,0.6666666666666666,0.6964285714285714,0.6597222222222223,0.6071428571428571,0.7857142857142857,0.85,0.7525510204081634,0.8176200213571171
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,9,31,dt,depth20,0.5952380952380952,0.5714285714285714,0.5654290931223371,0.6428571428571429,0.5,0.72,0.5714285714285714,0.7009523809523809
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,9,31,rf,n200,0.7380952380952381,0.6785714285714286,0.6867796610169492,0.8571428571428571,0.5,0.7741935483870968,0.8418367346938775,0.9282674622200061
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,9,31,svm,linear_c1,0.7380952380952381,0.75,0.7254901960784313,0.7142857142857143,0.7857142857142857,0.8695652173913043,0.7551020408163266,0.8295494030876687
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,20,20,192,9,31,svm,rbf_c1,0.7619047619047619,0.75,0.7407407407407407,0.7857142857142857,0.7142857142857143,0.8461538461538461,0.8010204081632653,0.9051548634181127
language_el_all_rich,el,Greek,welch,"Welch t-test, Bonferroni-significant first, then absolute Cohen's d",all_universal,50,50,192,9,31,lr,c1,0.7619047619047619,0.7678571428571428,0.7475961538461539,0.75,0.7857142857142857,0.875,0.8061224489795917,0.8709542177434282
